,Model,p,Iteration,Clients per Round,Loss,Accuracy,V-Measure,Homogeneity,Completeness,NMI,Kappa
2443,k-means,0.5,44,40,8.27043,0.43076,0.39828497494645626,0.4214188856486508,0.3775587774732422,0.3982849749464562,0.40633779428813477
2444,k-means,0.5,44,50,8.27043,0.43076,0.39828497494645626,0.4214188856486508,0.3775587774732422,0.3982849749464562,0.40633779428813477
2445,k-means,0.5,44,60,8.27043,0.43076,0.39828497494645626,0.4214188856486508,0.3775587774732422,0.3982849749464562,0.40633779428813477
2446,k-means,0.5,44,70,8.27043,0.43076,0.39828497494645626,0.4214188856486508,0.3775587774732422,0.3982849749464562,0.40633779428813477
2447,k-means,0.5,44,80,8.27043,0.43076,0.39828497494645626,0.4214188856486508,0.3775587774732422,0.3982849749464562,0.40633779428813477
2448,k-means,0.5,44,90,8.27043,0.43076,0.39828497494645626,0.4214188856486508,0.3775587774732422,0.3982849749464562,0.40633779428813477
2449,k-means,0.5,44,100,8.27043,0.43076,0.39828497494645626,0.4214188856486508,0.3775587774732422,0.3982849749464562,0.40633779428813477
2450,k-means,0.5,45,10,8.273323,0.43792,0.4054505152534128,0.42873990071480955,0.3845609542801935,0.4054505152534128,0.41499474016700166
2451,k-means,0.5,45,20,8.273323,0.43792,0.4054505152534128,0.42873990071480955,0.3845609542801935,0.4054505152534128,0.41499474016700166
2452,k-means,0.5,45,30,8.273323,0.43792,0.4054505152534128,0.42873990071480955,0.3845609542801935,0.4054505152534128,0.41499474016700166
2453,k-means,0.5,45,40,8.273323,0.43792,0.4054505152534128,0.42873990071480955,0.3845609542801935,0.4054505152534128,0.41499474016700166
2454,k-means,0.5,45,50,8.273323,0.43792,0.4054505152534128,0.42873990071480955,0.3845609542801935,0.4054505152534128,0.41499474016700166
2455,k-means,0.5,45,60,8.273323,0.43792,0.4054505152534128,0.42873990071480955,0.3845609542801935,0.4054505152534128,0.41499474016700166
2456,k-means,0.5,45,70,8.273323,0.43792,0.4054505152534128,0.42873990071480955,0.3845609542801935,0.4054505152534128,0.41499474016700166
2457,k-means,0.5,45,80,8.273323,0.43792,0.4054505152534128,0.42873990071480955,0.3845609542801935,0.4054505152534128,0.41499474016700166
2458,k-means,0.5,45,90,8.273323,0.43792,0.4054505152534128,0.42873990071480955,0.3845609542801935,0.4054505152534128,0.41499474016700166
2459,k-means,0.5,45,100,8.273323,0.43792,0.4054505152534128,0.42873990071480955,0.3845609542801935,0.4054505152534128,0.41499474016700166
2460,k-means,0.5,46,10,8.2776575,0.43024,0.3987211310017311,0.4215830174974863,0.3782112384177017,0.3987211310017312,0.40634101243389775
2461,k-means,0.5,46,20,8.2776575,0.43024,0.3987211310017311,0.4215830174974863,0.3782112384177017,0.3987211310017312,0.40634101243389775
2462,k-means,0.5,46,30,8.2776575,0.43024,0.3987211310017311,0.4215830174974863,0.3782112384177017,0.3987211310017312,0.40634101243389775
2463,k-means,0.5,46,40,8.2776575,0.43024,0.3987211310017311,0.4215830174974863,0.3782112384177017,0.3987211310017312,0.40634101243389775
2464,k-means,0.5,46,50,8.2776575,0.43024,0.3987211310017311,0.4215830174974863,0.3782112384177017,0.3987211310017312,0.40634101243389775
2465,k-means,0.5,46,60,8.2776575,0.43024,0.3987211310017311,0.4215830174974863,0.3782112384177017,0.3987211310017312,0.40634101243389775
2466,k-means,0.5,46,70,8.2776575,0.43024,0.3987211310017311,0.4215830174974863,0.3782112384177017,0.3987211310017312,0.40634101243389775
2467,k-means,0.5,46,80,8.2776575,0.43024,0.3987211310017311,0.4215830174974863,0.3782112384177017,0.3987211310017312,0.40634101243389775
2468,k-means,0.5,46,90,8.2776575,0.43024,0.3987211310017311,0.4215830174974863,0.3782112384177017,0.3987211310017312,0.40634101243389775
2469,k-means,0.5,46,100,8.2776575,0.43024,0.3987211310017311,0.4215830174974863,0.3782112384177017,0.3987211310017312,0.40634101243389775
2470,k-means,0.5,47,10,8.28108,0.43012,0.39998152220965194,0.4231311878460355,0.37923351469906325,0.39998152220965194,0.40510084275413893
2471,k-means,0.5,47,20,8.28108,0.43012,0.39998152220965194,0.4231311878460355,0.37923351469906325,0.39998152220965194,0.40510084275413893
2472,k-means,0.5,47,30,8.28108,0.43012,0.39998152220965194,0.4231311878460355,0.37923351469906325,0.39998152220965194,0.40510084275413893
2473,k-means,0.5,47,40,8.28108,0.43012,0.39998152220965194,0.4231311878460355,0.37923351469906325,0.39998152220965194,0.40510084275413893
2474,k-means,0.5,47,50,8.28108,0.43012,0.39998152220965194,0.4231311878460355,0.37923351469906325,0.39998152220965194,0.40510084275413893
2475,k-means,0.5,47,60,8.28108,0.43012,0.39998152220965194,0.4231311878460355,0.37923351469906325,0.39998152220965194,0.40510084275413893
2476,k-means,0.5,47,70,8.28108,0.43012,0.39998152220965194,0.4231311878460355,0.37923351469906325,0.39998152220965194,0.40510084275413893
2477,k-means,0.5,47,80,8.28108,0.43012,0.39998152220965194,0.4231311878460355,0.37923351469906325,0.39998152220965194,0.40510084275413893
2478,k-means,0.5,47,90,8.28108,0.43012,0.39998152220965194,0.4231311878460355,0.37923351469906325,0.39998152220965194,0.40510084275413893
2479,k-means,0.5,47,100,8.28108,0.43012,0.39998152220965194,0.4231311878460355,0.37923351469906325,0.39998152220965194,0.40510084275413893
2480,k-means,0.5,48,10,8.2717495,0.43514,0.3991886937611017,0.42293013926503964,0.37797105435469286,0.3991886937611017,0.410506739977857
2481,k-means,0.5,48,20,8.2717495,0.43514,0.3991886937611017,0.42293013926503964,0.37797105435469286,0.3991886937611017,0.410506739977857
2482,k-means,0.5,48,30,8.2717495,0.43514,0.3991886937611017,0.42293013926503964,0.37797105435469286,0.3991886937611017,0.410506739977857
2483,k-means,0.5,48,40,8.2717495,0.43514,0.3991886937611017,0.42293013926503964,0.37797105435469286,0.3991886937611017,0.410506739977857
2484,k-means,0.5,48,50,8.2717495,0.43514,0.3991886937611017,0.42293013926503964,0.37797105435469286,0.3991886937611017,0.410506739977857
2485,k-means,0.5,48,60,8.2717495,0.43514,0.3991886937611017,0.42293013926503964,0.37797105435469286,0.3991886937611017,0.410506739977857
2486,k-means,0.5,48,70,8.2717495,0.43514,0.3991886937611017,0.42293013926503964,0.37797105435469286,0.3991886937611017,0.410506739977857
2487,k-means,0.5,48,80,8.2717495,0.43514,0.3991886937611017,0.42293013926503964,0.37797105435469286,0.3991886937611017,0.410506739977857
2488,k-means,0.5,48,90,8.2717495,0.43514,0.3991886937611017,0.42293013926503964,0.37797105435469286,0.3991886937611017,0.410506739977857
2489,k-means,0.5,48,100,8.2717495,0.43514,0.3991886937611017,0.42293013926503964,0.37797105435469286,0.3991886937611017,0.410506739977857
2490,k-means,0.5,49,10,8.273886,0.43244,0.4001059590484285,0.42322895568692326,0.3793787085056248,0.4001059590484285,0.40800757393165676
2491,k-means,0.5,49,20,8.273886,0.43244,0.4001059590484285,0.42322895568692326,0.3793787085056248,0.4001059590484285,0.40800757393165676
2492,k-means,0.5,49,30,8.273886,0.43244,0.4001059590484285,0.42322895568692326,0.3793787085056248,0.4001059590484285,0.40800757393165676
2493,k-means,0.5,49,40,8.273886,0.43244,0.4001059590484285,0.42322895568692326,0.3793787085056248,0.4001059590484285,0.40800757393165676
2494,k-means,0.5,49,50,8.273886,0.43244,0.4001059590484285,0.42322895568692326,0.3793787085056248,0.4001059590484285,0.40800757393165676
2495,k-means,0.5,49,60,8.273886,0.43244,0.4001059590484285,0.42322895568692326,0.3793787085056248,0.4001059590484285,0.40800757393165676
2496,k-means,0.5,49,70,8.273886,0.43244,0.4001059590484285,0.42322895568692326,0.3793787085056248,0.4001059590484285,0.40800757393165676
2497,k-means,0.5,49,80,8.273886,0.43244,0.4001059590484285,0.42322895568692326,0.3793787085056248,0.4001059590484285,0.40800757393165676
2498,k-means,0.5,49,90,8.273886,0.43244,0.4001059590484285,0.42322895568692326,0.3793787085056248,0.4001059590484285,0.40800757393165676
2499,k-means,0.5,49,100,8.273886,0.43244,0.4001059590484285,0.42322895568692326,0.3793787085056248,0.4001059590484285,0.40800757393165676
2500,k-means,0.5,50,10,8.277546,0.42386,0.3950261447846175,0.4180063782682693,0.3744409551271953,0.39502614478461756,0.3989162047069469
2501,k-means,0.5,50,20,8.277546,0.42386,0.3950261447846175,0.4180063782682693,0.3744409551271953,0.39502614478461756,0.3989162047069469
2502,k-means,0.5,50,30,8.277546,0.42386,0.3950261447846175,0.4180063782682693,0.3744409551271953,0.39502614478461756,0.3989162047069469
2503,k-means,0.5,50,40,8.277546,0.42386,0.3950261447846175,0.4180063782682693,0.3744409551271953,0.39502614478461756,0.3989162047069469
2504,k-means,0.5,50,50,8.277546,0.42386,0.3950261447846175,0.4180063782682693,0.3744409551271953,0.39502614478461756,0.3989162047069469
2505,k-means,0.5,50,60,8.277546,0.42386,0.3950261447846175,0.4180063782682693,0.3744409551271953,0.39502614478461756,0.3989162047069469
2506,k-means,0.5,50,70,8.277546,0.42386,0.3950261447846175,0.4180063782682693,0.3744409551271953,0.39502614478461756,0.3989162047069469
2507,k-means,0.5,50,80,8.277546,0.42386,0.3950261447846175,0.4180063782682693,0.3744409551271953,0.39502614478461756,0.3989162047069469
2508,k-means,0.5,50,90,8.277546,0.42386,0.3950261447846175,0.4180063782682693,0.3744409551271953,0.39502614478461756,0.3989162047069469
2509,k-means,0.5,50,100,8.277546,0.42386,0.3950261447846175,0.4180063782682693,0.3744409551271953,0.39502614478461756,0.3989162047069469
2510,k-means,0.5,51,10,8.28405,0.42088,0.3963592225714387,0.41893651574620416,0.3760909587262203,0.3963592225714386,0.3953024038423504
2511,k-means,0.5,51,20,8.28405,0.42088,0.3963592225714387,0.41893651574620416,0.3760909587262203,0.3963592225714386,0.3953024038423504
2512,k-means,0.5,51,30,8.28405,0.42088,0.3963592225714387,0.41893651574620416,0.3760909587262203,0.3963592225714386,0.3953024038423504
2513,k-means,0.5,51,40,8.28405,0.42088,0.3963592225714387,0.41893651574620416,0.3760909587262203,0.3963592225714386,0.3953024038423504
2514,k-means,0.5,51,50,8.28405,0.42088,0.3963592225714387,0.41893651574620416,0.3760909587262203,0.3963592225714386,0.3953024038423504
2515,k-means,0.5,51,60,8.28405,0.42088,0.3963592225714387,0.41893651574620416,0.3760909587262203,0.3963592225714386,0.3953024038423504
2516,k-means,0.5,51,70,8.28405,0.42088,0.3963592225714387,0.41893651574620416,0.3760909587262203,0.3963592225714386,0.3953024038423504
2517,k-means,0.5,51,80,8.28405,0.42088,0.3963592225714387,0.41893651574620416,0.3760909587262203,0.3963592225714386,0.3953024038423504
2518,k-means,0.5,51,90,8.28405,0.42088,0.3963592225714387,0.41893651574620416,0.3760909587262203,0.3963592225714386,0.3953024038423504
2519,k-means,0.5,51,100,8.28405,0.42088,0.3963592225714387,0.41893651574620416,0.3760909587262203,0.3963592225714386,0.3953024038423504
2520,k-means,0.5,52,10,8.273399,0.42396,0.39555556800118613,0.41857465113175485,0.37493632955617295,0.39555556800118613,0.3995916181534005
2521,k-means,0.5,52,20,8.273399,0.42396,0.39555556800118613,0.41857465113175485,0.37493632955617295,0.39555556800118613,0.3995916181534005
2522,k-means,0.5,52,30,8.273399,0.42396,0.39555556800118613,0.41857465113175485,0.37493632955617295,0.39555556800118613,0.3995916181534005
2523,k-means,0.5,52,40,8.273399,0.42396,0.39555556800118613,0.41857465113175485,0.37493632955617295,0.39555556800118613,0.3995916181534005
2524,k-means,0.5,52,50,8.273399,0.42396,0.39555556800118613,0.41857465113175485,0.37493632955617295,0.39555556800118613,0.3995916181534005
2525,k-means,0.5,52,60,8.273399,0.42396,0.39555556800118613,0.41857465113175485,0.37493632955617295,0.39555556800118613,0.3995916181534005
2526,k-means,0.5,52,70,8.273399,0.42396,0.39555556800118613,0.41857465113175485,0.37493632955617295,0.39555556800118613,0.3995916181534005
2527,k-means,0.5,52,80,8.273399,0.42396,0.39555556800118613,0.41857465113175485,0.37493632955617295,0.39555556800118613,0.3995916181534005
2528,k-means,0.5,52,90,8.273399,0.42396,0.39555556800118613,0.41857465113175485,0.37493632955617295,0.39555556800118613,0.3995916181534005
2529,k-means,0.5,52,100,8.273399,0.42396,0.39555556800118613,0.41857465113175485,0.37493632955617295,0.39555556800118613,0.3995916181534005
2530,k-means,0.5,53,10,8.277835,0.43886,0.40130530124652475,0.4245867261956434,0.38044434199149946,0.4013053012465248,0.4143405013587558
2531,k-means,0.5,53,20,8.277835,0.43886,0.40130530124652475,0.4245867261956434,0.38044434199149946,0.4013053012465248,0.4143405013587558
2532,k-means,0.5,53,30,8.277835,0.43886,0.40130530124652475,0.4245867261956434,0.38044434199149946,0.4013053012465248,0.4143405013587558
2533,k-means,0.5,53,40,8.277835,0.43886,0.40130530124652475,0.4245867261956434,0.38044434199149946,0.4013053012465248,0.4143405013587558
2534,k-means,0.5,53,50,8.277835,0.43886,0.40130530124652475,0.4245867261956434,0.38044434199149946,0.4013053012465248,0.4143405013587558
2535,k-means,0.5,53,60,8.277835,0.43886,0.40130530124652475,0.4245867261956434,0.38044434199149946,0.4013053012465248,0.4143405013587558
2536,k-means,0.5,53,70,8.277835,0.43886,0.40130530124652475,0.4245867261956434,0.38044434199149946,0.4013053012465248,0.4143405013587558
2537,k-means,0.5,53,80,8.277835,0.43886,0.40130530124652475,0.4245867261956434,0.38044434199149946,0.4013053012465248,0.4143405013587558
2538,k-means,0.5,53,90,8.277835,0.43886,0.40130530124652475,0.4245867261956434,0.38044434199149946,0.4013053012465248,0.4143405013587558
2539,k-means,0.5,53,100,8.277835,0.43886,0.40130530124652475,0.4245867261956434,0.38044434199149946,0.4013053012465248,0.4143405013587558
2540,k-means,0.5,54,10,8.269719,0.42458,0.39307871130612637,0.4160743608463645,0.3724917887810257,0.39307871130612637,0.3994449274714976
2541,k-means,0.5,54,20,8.269719,0.42458,0.39307871130612637,0.4160743608463645,0.3724917887810257,0.39307871130612637,0.3994449274714976
2542,k-means,0.5,54,30,8.269719,0.42458,0.39307871130612637,0.4160743608463645,0.3724917887810257,0.39307871130612637,0.3994449274714976
2543,k-means,0.5,54,40,8.269719,0.42458,0.39307871130612637,0.4160743608463645,0.3724917887810257,0.39307871130612637,0.3994449274714976
2544,k-means,0.5,54,50,8.269719,0.42458,0.39307871130612637,0.4160743608463645,0.3724917887810257,0.39307871130612637,0.3994449274714976
2545,k-means,0.5,54,60,8.269719,0.42458,0.39307871130612637,0.4160743608463645,0.3724917887810257,0.39307871130612637,0.3994449274714976
2546,k-means,0.5,54,70,8.269719,0.42458,0.39307871130612637,0.4160743608463645,0.3724917887810257,0.39307871130612637,0.3994449274714976
2547,k-means,0.5,54,80,8.269719,0.42458,0.39307871130612637,0.4160743608463645,0.3724917887810257,0.39307871130612637,0.3994449274714976
2548,k-means,0.5,54,90,8.269719,0.42458,0.39307871130612637,0.4160743608463645,0.3724917887810257,0.39307871130612637,0.3994449274714976
2549,k-means,0.5,54,100,8.269719,0.42458,0.39307871130612637,0.4160743608463645,0.3724917887810257,0.39307871130612637,0.3994449274714976
2550,k-means,0.5,55,10,8.276914,0.44202,0.4027634061800828,0.4259889960406359,0.3819394659600392,0.4027634061800827,0.41859382010357005
2551,k-means,0.5,55,20,8.276914,0.44202,0.4027634061800828,0.4259889960406359,0.3819394659600392,0.4027634061800827,0.41859382010357005
2552,k-means,0.5,55,30,8.276914,0.44202,0.4027634061800828,0.4259889960406359,0.3819394659600392,0.4027634061800827,0.41859382010357005
2553,k-means,0.5,55,40,8.276914,0.44202,0.4027634061800828,0.4259889960406359,0.3819394659600392,0.4027634061800827,0.41859382010357005
2554,k-means,0.5,55,50,8.276914,0.44202,0.4027634061800828,0.4259889960406359,0.3819394659600392,0.4027634061800827,0.41859382010357005
2555,k-means,0.5,55,60,8.276914,0.44202,0.4027634061800828,0.4259889960406359,0.3819394659600392,0.4027634061800827,0.41859382010357005
2556,k-means,0.5,55,70,8.276914,0.44202,0.4027634061800828,0.4259889960406359,0.3819394659600392,0.4027634061800827,0.41859382010357005
2557,k-means,0.5,55,80,8.276914,0.44202,0.4027634061800828,0.4259889960406359,0.3819394659600392,0.4027634061800827,0.41859382010357005
2558,k-means,0.5,55,90,8.276914,0.44202,0.4027634061800828,0.4259889960406359,0.3819394659600392,0.4027634061800827,0.41859382010357005
2559,k-means,0.5,55,100,8.276914,0.44202,0.4027634061800828,0.4259889960406359,0.3819394659600392,0.4027634061800827,0.41859382010357005
2560,k-means,0.5,56,10,8.280307,0.42948,0.39907831667370763,0.42195421537288713,0.37855525661894757,0.39907831667370763,0.4048861418803711
2561,k-means,0.5,56,20,8.280307,0.42948,0.39907831667370763,0.42195421537288713,0.37855525661894757,0.39907831667370763,0.4048861418803711
2562,k-means,0.5,56,30,8.280307,0.42948,0.39907831667370763,0.42195421537288713,0.37855525661894757,0.39907831667370763,0.4048861418803711
2563,k-means,0.5,56,40,8.280307,0.42948,0.39907831667370763,0.42195421537288713,0.37855525661894757,0.39907831667370763,0.4048861418803711
2564,k-means,0.5,56,50,8.280307,0.42948,0.39907831667370763,0.42195421537288713,0.37855525661894757,0.39907831667370763,0.4048861418803711
2565,k-means,0.5,56,60,8.280307,0.42948,0.39907831667370763,0.42195421537288713,0.37855525661894757,0.39907831667370763,0.4048861418803711
2566,k-means,0.5,56,70,8.280307,0.42948,0.39907831667370763,0.42195421537288713,0.37855525661894757,0.39907831667370763,0.4048861418803711
2567,k-means,0.5,56,80,8.280307,0.42948,0.39907831667370763,0.42195421537288713,0.37855525661894757,0.39907831667370763,0.4048861418803711
2568,k-means,0.5,56,90,8.280307,0.42948,0.39907831667370763,0.42195421537288713,0.37855525661894757,0.39907831667370763,0.4048861418803711
2569,k-means,0.5,56,100,8.280307,0.42948,0.39907831667370763,0.42195421537288713,0.37855525661894757,0.39907831667370763,0.4048861418803711
2570,k-means,0.5,57,10,8.272497,0.43186,0.40189362973843423,0.42532878830976495,0.38090611278840764,0.4018936297384343,0.4073090097098734
2571,k-means,0.5,57,20,8.272497,0.43186,0.40189362973843423,0.42532878830976495,0.38090611278840764,0.4018936297384343,0.4073090097098734
2572,k-means,0.5,57,30,8.272497,0.43186,0.40189362973843423,0.42532878830976495,0.38090611278840764,0.4018936297384343,0.4073090097098734
2573,k-means,0.5,57,40,8.272497,0.43186,0.40189362973843423,0.42532878830976495,0.38090611278840764,0.4018936297384343,0.4073090097098734
2574,k-means,0.5,57,50,8.272497,0.43186,0.40189362973843423,0.42532878830976495,0.38090611278840764,0.4018936297384343,0.4073090097098734
2575,k-means,0.5,57,60,8.272497,0.43186,0.40189362973843423,0.42532878830976495,0.38090611278840764,0.4018936297384343,0.4073090097098734
2576,k-means,0.5,57,70,8.272497,0.43186,0.40189362973843423,0.42532878830976495,0.38090611278840764,0.4018936297384343,0.4073090097098734
2577,k-means,0.5,57,80,8.272497,0.43186,0.40189362973843423,0.42532878830976495,0.38090611278840764,0.4018936297384343,0.4073090097098734
2578,k-means,0.5,57,90,8.272497,0.43186,0.40189362973843423,0.42532878830976495,0.38090611278840764,0.4018936297384343,0.4073090097098734
2579,k-means,0.5,57,100,8.272497,0.43186,0.40189362973843423,0.42532878830976495,0.38090611278840764,0.4018936297384343,0.4073090097098734
2580,k-means,0.5,58,10,8.274648,0.43754,0.3985267113517966,0.4214197218791657,0.3779928046392906,0.3985267113517967,0.41409998871133624
2581,k-means,0.5,58,20,8.274648,0.43754,0.3985267113517966,0.4214197218791657,0.3779928046392906,0.3985267113517967,0.41409998871133624
2582,k-means,0.5,58,30,8.274648,0.43754,0.3985267113517966,0.4214197218791657,0.3779928046392906,0.3985267113517967,0.41409998871133624
2583,k-means,0.5,58,40,8.274648,0.43754,0.3985267113517966,0.4214197218791657,0.3779928046392906,0.3985267113517967,0.41409998871133624
2584,k-means,0.5,58,50,8.274648,0.43754,0.3985267113517966,0.4214197218791657,0.3779928046392906,0.3985267113517967,0.41409998871133624
2585,k-means,0.5,58,60,8.274648,0.43754,0.3985267113517966,0.4214197218791657,0.3779928046392906,0.3985267113517967,0.41409998871133624
2586,k-means,0.5,58,70,8.274648,0.43754,0.3985267113517966,0.4214197218791657,0.3779928046392906,0.3985267113517967,0.41409998871133624
2587,k-means,0.5,58,80,8.274648,0.43754,0.3985267113517966,0.4214197218791657,0.3779928046392906,0.3985267113517967,0.41409998871133624
2588,k-means,0.5,58,90,8.274648,0.43754,0.3985267113517966,0.4214197218791657,0.3779928046392906,0.3985267113517967,0.41409998871133624
2589,k-means,0.5,58,100,8.274648,0.43754,0.3985267113517966,0.4214197218791657,0.3779928046392906,0.3985267113517967,0.41409998871133624
2590,k-means,0.5,59,10,8.271254,0.42436,0.39789764952774825,0.42093121103263803,0.37725411979302415,0.39789764952774825,0.39955188495840366
2591,k-means,0.5,59,20,8.271254,0.42436,0.39789764952774825,0.42093121103263803,0.37725411979302415,0.39789764952774825,0.39955188495840366
2592,k-means,0.5,59,30,8.271254,0.42436,0.39789764952774825,0.42093121103263803,0.37725411979302415,0.39789764952774825,0.39955188495840366
2593,k-means,0.5,59,40,8.271254,0.42436,0.39789764952774825,0.42093121103263803,0.37725411979302415,0.39789764952774825,0.39955188495840366
2594,k-means,0.5,59,50,8.271254,0.42436,0.39789764952774825,0.42093121103263803,0.37725411979302415,0.39789764952774825,0.39955188495840366
2595,k-means,0.5,59,60,8.271254,0.42436,0.39789764952774825,0.42093121103263803,0.37725411979302415,0.39789764952774825,0.39955188495840366
2596,k-means,0.5,59,70,8.271254,0.42436,0.39789764952774825,0.42093121103263803,0.37725411979302415,0.39789764952774825,0.39955188495840366
2597,k-means,0.5,59,80,8.271254,0.42436,0.39789764952774825,0.42093121103263803,0.37725411979302415,0.39789764952774825,0.39955188495840366
2598,k-means,0.5,59,90,8.271254,0.42436,0.39789764952774825,0.42093121103263803,0.37725411979302415,0.39789764952774825,0.39955188495840366
2599,k-means,0.5,59,100,8.271254,0.42436,0.39789764952774825,0.42093121103263803,0.37725411979302415,0.39789764952774825,0.39955188495840366
2600,k-means,0.5,60,10,8.270757,0.43012,0.4013830907295986,0.4247826797215112,0.3804268860623816,0.4013830907295986,0.4066010869638631
2601,k-means,0.5,60,20,8.270757,0.43012,0.4013830907295986,0.4247826797215112,0.3804268860623816,0.4013830907295986,0.4066010869638631
2602,k-means,0.5,60,30,8.270757,0.43012,0.4013830907295986,0.4247826797215112,0.3804268860623816,0.4013830907295986,0.4066010869638631
2603,k-means,0.5,60,40,8.270757,0.43012,0.4013830907295986,0.4247826797215112,0.3804268860623816,0.4013830907295986,0.4066010869638631
2604,k-means,0.5,60,50,8.270757,0.43012,0.4013830907295986,0.4247826797215112,0.3804268860623816,0.4013830907295986,0.4066010869638631
2605,k-means,0.5,60,60,8.270757,0.43012,0.4013830907295986,0.4247826797215112,0.3804268860623816,0.4013830907295986,0.4066010869638631
2606,k-means,0.5,60,70,8.270757,0.43012,0.4013830907295986,0.4247826797215112,0.3804268860623816,0.4013830907295986,0.4066010869638631
2607,k-means,0.5,60,80,8.270757,0.43012,0.4013830907295986,0.4247826797215112,0.3804268860623816,0.4013830907295986,0.4066010869638631
2608,k-means,0.5,60,90,8.270757,0.43012,0.4013830907295986,0.4247826797215112,0.3804268860623816,0.4013830907295986,0.4066010869638631
2609,k-means,0.5,60,100,8.270757,0.43012,0.4013830907295986,0.4247826797215112,0.3804268860623816,0.4013830907295986,0.4066010869638631
2610,k-means,0.5,61,10,8.281733,0.43288,0.4031355110629135,0.42635739389370064,0.38231256372637634,0.4031355110629135,0.4088230561986901
2611,k-means,0.5,61,20,8.281733,0.43288,0.4031355110629135,0.42635739389370064,0.38231256372637634,0.4031355110629135,0.4088230561986901
2612,k-means,0.5,61,30,8.281733,0.43288,0.4031355110629135,0.42635739389370064,0.38231256372637634,0.4031355110629135,0.4088230561986901
2613,k-means,0.5,61,40,8.281733,0.43288,0.4031355110629135,0.42635739389370064,0.38231256372637634,0.4031355110629135,0.4088230561986901
2614,k-means,0.5,61,50,8.281733,0.43288,0.4031355110629135,0.42635739389370064,0.38231256372637634,0.4031355110629135,0.4088230561986901
2615,k-means,0.5,61,60,8.281733,0.43288,0.4031355110629135,0.42635739389370064,0.38231256372637634,0.4031355110629135,0.4088230561986901
2616,k-means,0.5,61,70,8.281733,0.43288,0.4031355110629135,0.42635739389370064,0.38231256372637634,0.4031355110629135,0.4088230561986901
2617,k-means,0.5,61,80,8.281733,0.43288,0.4031355110629135,0.42635739389370064,0.38231256372637634,0.4031355110629135,0.4088230561986901
2618,k-means,0.5,61,90,8.281733,0.43288,0.4031355110629135,0.42635739389370064,0.38231256372637634,0.4031355110629135,0.4088230561986901
2619,k-means,0.5,61,100,8.281733,0.43288,0.4031355110629135,0.42635739389370064,0.38231256372637634,0.4031355110629135,0.4088230561986901
2620,k-means,0.5,62,10,8.281965,0.42856,0.3965154944823898,0.4191599718508015,0.37619228099529356,0.3965154944823898,0.4043431750752384
2621,k-means,0.5,62,20,8.281965,0.42856,0.3965154944823898,0.4191599718508015,0.37619228099529356,0.3965154944823898,0.4043431750752384
2622,k-means,0.5,62,30,8.281965,0.42856,0.3965154944823898,0.4191599718508015,0.37619228099529356,0.3965154944823898,0.4043431750752384
2623,k-means,0.5,62,40,8.281965,0.42856,0.3965154944823898,0.4191599718508015,0.37619228099529356,0.3965154944823898,0.4043431750752384
2624,k-means,0.5,62,50,8.281965,0.42856,0.3965154944823898,0.4191599718508015,0.37619228099529356,0.3965154944823898,0.4043431750752384
2625,k-means,0.5,62,60,8.281965,0.42856,0.3965154944823898,0.4191599718508015,0.37619228099529356,0.3965154944823898,0.4043431750752384
2626,k-means,0.5,62,70,8.281965,0.42856,0.3965154944823898,0.4191599718508015,0.37619228099529356,0.3965154944823898,0.4043431750752384
2627,k-means,0.5,62,80,8.281965,0.42856,0.3965154944823898,0.4191599718508015,0.37619228099529356,0.3965154944823898,0.4043431750752384
2628,k-means,0.5,62,90,8.281965,0.42856,0.3965154944823898,0.4191599718508015,0.37619228099529356,0.3965154944823898,0.4043431750752384
2629,k-means,0.5,62,100,8.281965,0.42856,0.3965154944823898,0.4191599718508015,0.37619228099529356,0.3965154944823898,0.4043431750752384
2630,k-means,0.5,63,10,8.274552,0.43184,0.40265687612605416,0.4261247376972217,0.3816389682579489,0.40265687612605416,0.4077013464792343
2631,k-means,0.5,63,20,8.274552,0.43184,0.40265687612605416,0.4261247376972217,0.3816389682579489,0.40265687612605416,0.4077013464792343
2632,k-means,0.5,63,30,8.274552,0.43184,0.40265687612605416,0.4261247376972217,0.3816389682579489,0.40265687612605416,0.4077013464792343
2633,k-means,0.5,63,40,8.274552,0.43184,0.40265687612605416,0.4261247376972217,0.3816389682579489,0.40265687612605416,0.4077013464792343
2634,k-means,0.5,63,50,8.274552,0.43184,0.40265687612605416,0.4261247376972217,0.3816389682579489,0.40265687612605416,0.4077013464792343
2635,k-means,0.5,63,60,8.274552,0.43184,0.40265687612605416,0.4261247376972217,0.3816389682579489,0.40265687612605416,0.4077013464792343
2636,k-means,0.5,63,70,8.274552,0.43184,0.40265687612605416,0.4261247376972217,0.3816389682579489,0.40265687612605416,0.4077013464792343
2637,k-means,0.5,63,80,8.274552,0.43184,0.40265687612605416,0.4261247376972217,0.3816389682579489,0.40265687612605416,0.4077013464792343
2638,k-means,0.5,63,90,8.274552,0.43184,0.40265687612605416,0.4261247376972217,0.3816389682579489,0.40265687612605416,0.4077013464792343
2639,k-means,0.5,63,100,8.274552,0.43184,0.40265687612605416,0.4261247376972217,0.3816389682579489,0.40265687612605416,0.4077013464792343
2640,k-means,0.5,64,10,8.27978,0.43756,0.4026693227258966,0.4263356176820352,0.3814923217092763,0.40266932272589656,0.412898523733651
2641,k-means,0.5,64,20,8.27978,0.43756,0.4026693227258966,0.4263356176820352,0.3814923217092763,0.40266932272589656,0.412898523733651
